latitude,longitude,index
40,30,0.412
40,31,0.475
40,32,0.219
40,33,0.183
40,34,0.298
40,35,0.16
40,36,0.191
40,37,0.286
40,38,0.365
40,39,0.148
40,40,0.203
40,41,0.412
40,42,0.258
40,43,0.215
40,44,0.254
40,45,0.168
40,46,0.172
40,47,0.435
40,48,0.428
40,49,0.435
40,54,0.054
40,55,0.128
40,56,0.12
40,57,0.113
40,58,0.109
40,59,0.093
40,60,0.12
40,61,0.132
40,62,0.14
40,63,0.124
40,64,0.093
40,65,0.085
40,66,0.113
40,67,0.191
40,68,0.254
40,69,0.219
40,70,0.164
40,71,0.168
40,72,0.144
40,73,0.203
40,74,-0.025
40,75,0.069
40,76,0.073
40,77,0.597
40,78,0.081
40,79,0.176
40,80,0.042
40,81,0.05
40,82,0.042
40,83,0.054
40,84,0.054
40,85,0.061
40,86,0.061
40,87,0.05
40,88,0.054
40,89,0.05
40,90,0.069
40,91,0.038
40,92,0.061
40,93,0.077
40,94,0.136
40,95,0.172
40,96,0.101
40,97,-0.009
40,98,0.128
40,99,0.16
40,100,0.124
40,101,0.097
40,102,0.105
40,103,0.14
40,104,0.113
40,105,0.093
40,106,0.128
40,107,0.136
40,108,0.235
40,109,0.274
40,110,0.412
40,111,0.333
40,112,0.518
40,113,0.487
40,114,0.656
40,115,0.77
40,116,0.668
40,117,0.648
40,118,0.691
40,119,0.794
40,122,0.581
40,126,0.66
40,127,0.766
40,141,0.617
40,142,0.896
41,-124,0.77
41,-123,0.431
41,-122,0.451
41,-121,0.243
41,-120,0.211
41,-119,0.18
41,-118,0.239
41,-117,0.191
41,-116,0.404
41,-115,0.176
41,-114,0.073
41,-113,0.246
41,-112,0.565
41,-111,0.428
41,-110,0.321
41,-109,0.211
41,-108,0.388
41,-107,0.538
41,-106,0.628
41,-105,0.617
41,-104,0.349
41,-103,0.42
41,-102,0.467
41,-101,0.554
41,-100,0.766
41,-99,0.79
41,-98,0.896
41,-97,0.786
41,-96,0.75
41,-95,0.79
41,-94,0.75
41,-93,0.794
41,-92,0.813
41,-91,0.837
41,-90,0.798
41,-89,0.786
41,-88,0.849
41,-87,0.837
41,-86,0.774
41,-85,0.77
41,-84,0.699
41,-83,0.798
41,-82,0.719
41,-81,0.802
41,-80,0.806
41,-79,0.861
41,-78,0.774
41,-77,0.778
41,-76,0.782
41,-75,0.554
41,-9,0.526
41,-8,0.51
41,-7,0.337
41,-6,0.388
41,-5,0.412
41,-4,0.187
41,-3,0.231
41,-2,0.365
41,-1,0.557
41,9,0.538
41,10,0.613
41,16,0.522
41,17,0.38
41,18,0.443
41,20,0.463
41,21,0.605
41,22,0.782
41,23,0.369
41,24,0.703
41,31,0.542
41,32,0.447
41,33,0.554
41,34,0.38
41,35,0.302
41,36,0.286
41,37,0.825
41,38,0.585
41,39,0.463
41,40,0.424
41,41,0.306
41,42,0.258
41,43,0.435
41,44,0.239
41,45,0.514
41,46,0.51
41,47,0.341
41,48,0.353
41,49,0.207
41,50,0.128
41,54,0.148
41,55,0.124
41,56,0.12
41,57,0.164
41,58,0.14
41,59,0.124
41,60,0.144
41,61,0.148
41,62,0.124
41,63,0.113
41,64,0.25
41,65,0.113
41,66,0.14
41,67,0.148
41,68,0.183
41,69,0.361
41,70,0.148
41,71,0.538
41,72,0.51
41,73,0.215
41,74,0.372
41,75,0.396
41,76,0.113
41,77,0.105
41,78,0.132
41,79,0.124
41,80,0.089
41,81,0.613
41,82,0.148
41,83,0.038
41,84,0.038
41,85,0.046
41,86,0.05
41,87,0.05
41,88,0.046
41,89,0.042
41,90,0.042
41,91,0.042
41,92,0.046
41,93,0.101
41,94,0.042
41,95,0.203
41,96,0.061
41,97,0.243
41,98,0.069
41,99,0.073
41,100,0.069
41,101,0.061
41,102,0.069
41,103,0.089
41,104,0.124
41,105,0.105
41,106,0.117
41,107,0.136
41,108,0.081
41,109,0.148
41,110,0.408
41,111,0.703
41,112,0.546
41,113,0.652
41,114,0.522
41,115,0.522
41,116,0.557
41,117,0.853
41,118,0.695
41,119,0.664
41,120,0.711
41,121,0.754
41,123,0.758
41,124,0.794
41,125,0.809
41,126,0.833
41,127,0.876
41,128,0.798
41,129,0.786
41,141,0.876
41,142,0.652
42,-124,0.766
42,-123,0.317
42,-122,0.628
42,-121,0.4
42,-120,0.176
42,-119,0.156
42,-118,0.337
42,-117,0.235
42,-116,0.239
42,-115,0.235
42,-114,0.172
42,-113,0.274
42,-112,0.605
42,-111,0.195
42,-110,0.187
42,-109,0.152
42,-108,0.27
42,-107,0.66
42,-106,0.306
42,-105,0.361
42,-104,0.467
42,-103,0.424
42,-102,0.479
42,-101,0.652
42,-100,0.754
42,-99,0.79
42,-98,0.739
42,-97,0.668
42,-96,0.782
42,-95,0.758
42,-94,0.739
42,-93,0.786
42,-92,0.786
42,-91,0.585
42,-90,0.833
42,-89,0.806
42,-88,0.605
42,-87,0.731
42,-86,0.821
42,-85,0.707
42,-84,0.672
42,-82,0.664
42,-81,0.817
42,-80,0.849
42,-79,0.849
42,-78,0.861
42,-77,0.845
42,-76,0.845
42,-75,0.809
42,-74,0.817
42,-73,0.825
42,-9,0.64
42,-8,0.554
42,-7,0.357
42,-6,0.325
42,-5,0.329
42,-4,0.207
42,-3,0.227
42,-2,0.29
42,-1,0.369
42,1,0.424
42,2,0.502
42,14,0.632
42,15,0.75
42,16,0.25
42,20,0.581
42,21,0.668
42,22,0.51
42,23,0.754
42,24,0.632
42,25,0.829
42,26,0.613
42,27,0.42
42,28,0.317
42,33,0.782
42,34,0.491
42,35,0.652
42,36,0.711
42,42,0.817
42,43,0.668
42,44,0.494
42,45,0.435
42,46,0.27
42,47,0.676
42,48,0.546
42,49,0.506
42,55,0.144
42,56,0.124
42,57,0.085
42,58,0.136
42,59,0.101
42,60,0.124
42,61,0.546
42,62,0.097
42,63,0.12
42,64,0.12
42,65,0.061
42,66,0.136
42,67,0.16
42,68,0.152
42,69,0.168
42,70,0.274
42,71,0.286
42,72,0.309
42,73,0.365
42,74,0.219
42,75,0.195
42,76,0.219
42,77,0.439
42,78,0.227
42,79,0.077
42,80,0.073
42,81,0.073
42,82,0.077
42,83,0.632
42,84,0.164
42,85,0.176
42,86,0.046
42,87,0.03
42,88,0.12
42,89,0.105
42,90,0.057
42,91,0.057
42,92,0.05
42,93,0.038
42,94,0.065
42,95,0.054
42,96,0.069
42,97,0.097
42,98,0.089
42,99,0.065
42,100,0.065
42,101,0.085
42,102,0.085
42,103,0.061
42,104,0.054
42,105,0.057
42,106,0.109
42,107,0.132
42,108,0.14
42,109,0.203
42,110,0.243
42,111,0.459
42,112,0.491
42,113,0.408
42,114,0.345
42,115,0.435
42,116,0.569
42,117,0.719
42,118,0.695
42,119,0.813
42,120,0.569
42,121,0.672
42,122,0.75
42,123,0.699
42,124,0.613
42,125,0.829
42,126,0.853
42,127,0.841
42,128,0.774
42,129,0.798
42,130,0.837
43,-124,0.719
43,-123,0.806
43,-122,0.38
43,-121,0.526
43,-120,0.176
43,-119,0.057
43,-118,0.18
43,-117,0.203
43,-116,0.223
43,-115,0.498
43,-114,0.286
43,-113,0.42
43,-112,0.498
43,-111,0.447
43,-110,0.18
43,-109,0.25
43,-108,0.235
43,-107,0.195
43,-106,0.396
43,-105,0.329
43,-104,0.357
43,-103,0.412
43,-102,0.463
43,-101,0.53
43,-100,0.672
43,-99,0.809
43,-98,0.813
43,-97,0.715
43,-96,0.79
43,-95,0.75
43,-94,0.786
43,-93,0.699
43,-92,0.707
43,-91,0.809
43,-90,0.829
43,-89,0.821
43,-86,0.817
43,-85,0.778
43,-84,0.585
43,-79,0.817
43,-78,0.794
43,-77,0.735
43,-76,0.825
43,-75,0.825
43,-74,0.841
43,-73,0.88
43,-72,0.829
43,-9,0.762
43,-8,0.687
43,-7,0.723
43,-6,0.573
43,-5,0.243
43,-4,0.443
43,-3,0.329
43,-2,0.443
43,-1,0.597
43,1,0.77
43,2,0.624
43,3,0.786
43,12,0.668
43,13,0.743
43,14,0.542
43,20,0.687
43,21,0.581
43,22,0.538
43,23,0.703
43,24,0.664
43,25,0.491
43,26,0.711
43,27,0.337
43,43,0.861
43,44,0.833
43,45,0.699
43,46,0.55
43,47,0.554
43,48,0.561
43,54,0.113
43,55,0.124
43,56,0.097
43,57,0.085
43,58,0.105
43,59,0.369
43,60,0.361
43,61,0.113
43,62,0.148
43,63,0.12
43,64,0.105
43,65,0.14
43,66,0.132
43,67,0.148
43,68,0.136
43,69,0.424
43,70,0.235
43,71,0.278
43,72,0.164
43,73,0.38
43,74,0.144
43,75,0.042
43,76,0.16
43,79,0.577
43,80,0.447
43,81,0.435
43,82,0.136
43,83,0.309
43,84,0.109
43,85,0.62
43,86,0.282
43,87,0.148
43,88,0.109
43,89,0.061
43,90,0.061
43,91,0.054
43,92,0.065
43,93,0.054
43,94,0.085
43,95,0.046
43,96,0.069
43,97,0.046
43,98,0.061
43,99,0.073
43,100,0.05
43,101,0.046
43,102,0.081
43,103,0.132
43,104,0.101
43,105,0.089
43,106,0.089
43,107,0.113
43,108,0.089
43,109,0.117
43,110,0.172
43,111,0.183
43,112,0.298
43,113,0.211
43,114,0.207
43,115,0.246
43,116,0.294
43,117,0.455
43,118,0.727
43,119,0.518
43,120,0.636
43,121,0.561
43,122,0.577
43,123,0.581
43,124,0.743
43,125,0.715
43,126,0.774
43,127,0.869
43,128,0.829
43,129,0.857
43,130,0.872
43,131,0.723
43,143,0.9
44,-124,0.79
44,-123,0.88
44,-122,0.42
44,-121,0.187
44,-120,0.231
44,-119,0.349
44,-118,0.191
44,-117,0.53
44,-116,0.491
44,-115,0.443
44,-114,0.128
44,-113,0.282
44,-112,0.542
44,-111,0.365
44,-110,0.223
44,-109,0.239
44,-108,0.321
44,-107,0.227
44,-106,0.246
44,-105,0.341
44,-104,0.487
44,-103,0.396
44,-102,0.628
44,-101,0.636
44,-100,0.707
44,-99,0.703
44,-98,0.66
44,-97,0.786
44,-96,0.806
44,-95,0.888
44,-94,0.754
44,-93,0.774
44,-92,0.809
44,-91,0.825
44,-90,0.794
44,-89,0.798
44,-86,0.806
44,-85,0.794
44,-84,0.691
44,-82,0.735
44,-81,0.585
44,-77,0.703
44,-76,0.825
44,-75,0.841
44,-74,0.849
44,-73,0.837
44,-72,0.806
44,-71,0.727
44,-8,0.79
44,-7,0.778
44,-6,0.77
44,-2,0.62
44,-1,0.739
44,1,0.597
44,2,0.483
44,3,0.754
44,4,0.38
44,6,0.51
44,7,0.502
44,11,0.29
44,12,0.794
44,13,0.79
44,14,0.404
44,18,0.762
44,19,0.849
44,20,0.825
44,21,0.774
44,22,0.652
44,23,0.837
44,24,0.392
44,25,0.337
44,26,0.353
44,27,0.479
44,28,0.298
44,41,0.817
44,42,0.676
44,43,0.601
44,44,0.794
44,45,0.601
44,46,0.298
44,47,0.42
44,52,0.109
44,53,0.109
44,54,0.117
44,55,0.132
44,56,0.105
44,57,0.093
44,58,0.089
44,59,0.577
44,60,0.128
44,61,0.113
44,62,0.077
44,63,0.12
44,64,0.12
44,65,0.124
44,66,0.128
44,67,0.124
44,68,0.294
44,69,0.211
44,70,0.191
44,71,0.183
44,72,0.211
44,73,0.168
44,74,0.195
44,75,0.215
44,76,0.207
44,77,0.207
44,78,0.569
44,79,0.231
44,80,0.136
44,81,0.262
44,82,0.514
44,83,0.636
44,84,0.628
44,85,0.447
44,86,0.144
44,87,0.487
44,88,0.223
44,89,0.113
44,90,0.388
44,91,0.337
44,92,0.093
44,93,0.176
44,94,0.258
44,95,0.073
44,96,0.069
44,97,0.061
44,98,0.034
44,99,0.038
44,100,0.073
44,101,0.12
44,102,0.124
44,103,0.168
44,104,0.136
44,105,0.117
44,106,0.101
44,107,0.105
44,108,0.105
44,109,0.101
44,110,0.136
44,111,0.152
44,112,0.132
44,113,0.168
44,114,0.187
44,115,0.211
44,116,0.235
44,117,0.365
44,118,0.589
44,119,0.396
44,120,0.365
44,121,0.557
44,122,0.762
44,123,0.439
44,124,0.707
44,125,0.77
44,126,0.711
44,127,0.79
44,128,0.869
44,129,0.798
44,130,0.77
44,131,0.869
44,132,0.857
44,133,0.849
44,134,0.829
44,135,0.861
44,142,0.9
44,143,0.774
44,144,0.861
44,145,0.825
45,-124,0.861
45,-123,0.739
45,-122,0.593
45,-121,0.542
45,-120,0.313
45,-119,0.719
45,-118,0.294
45,-117,0.29
45,-116,0.483
45,-115,0.506
45,-114,0.522
45,-113,0.416
45,-112,0.628
45,-110,0.27
45,-109,0.266
45,-108,0.439
45,-107,0.282
45,-106,0.357
45,-105,0.75
45,-104,0.601
45,-103,0.494
45,-102,0.506
45,-101,0.459
45,-100,0.668
45,-99,0.652
45,-98,0.746
45,-97,0.735
45,-96,0.806
45,-95,0.833
45,-94,0.778
45,-93,0.813
45,-92,0.849
45,-91,0.802
45,-90,0.699
45,-89,0.739
45,-86,0.806
45,-85,0.817
45,-84,0.829
45,-81,0.719
45,-79,0.656
45,-78,0.75
45,-77,0.806
45,-76,0.813
45,-75,0.813
45,-74,0.809
45,-73,0.857
45,-72,0.825
45,-71,0.865
45,-70,0.837
45,-69,0.794
45,-66,0.817
45,-65,0.829
45,-1,0.774
45,1,0.467
45,2,0.664
45,3,0.664
45,4,0.593
45,5,0.64
45,6,0.605
45,7,0.514
45,8,0.691
45,9,0.845
45,10,0.884
45,11,0.758
45,12,0.428
45,16,0.778
45,17,0.876
45,18,0.869
45,19,0.715
45,20,0.774
45,21,0.648
45,22,0.64
45,23,0.455
45,24,0.542
45,25,0.337
45,26,0.376
45,27,0.357
45,28,0.298
45,29,0.286
45,39,0.79
45,40,0.774
45,41,0.754
45,42,0.471
45,43,0.325
45,44,0.223
45,45,0.227
45,46,0.55
45,47,0.195
45,51,0.14
45,52,0.132
45,53,0.081
45,54,0.14
45,55,0.113
45,56,0.124
45,57,0.12
45,58,0.097
45,62,0.124
45,63,0.136
45,64,0.085
45,65,0.109
45,66,0.144
45,67,0.144
45,68,0.164
45,69,0.14
45,70,0.148
45,71,0.18
45,72,0.18
45,73,0.357
45,74,0.14
45,75,0.156
45,76,0.207
45,77,0.195
45,78,0.203
45,79,0.361
45,80,0.475
45,81,0.518
45,82,0.392
45,83,0.109
45,84,0.168
45,85,0.782
45,86,0.75
45,87,0.585
45,88,0.416
45,89,0.148
45,90,0.105
45,91,0.081
45,92,0.069
45,93,0.085
45,94,0.093
45,95,0.061
45,96,0.089
45,97,0.093
45,98,0.085
45,99,0.057
45,100,0.124
45,101,0.085
45,102,0.069
45,103,0.199
45,104,0.109
45,105,0.128
45,106,0.12
45,107,0.136
45,108,0.132
45,109,0.124
45,110,0.132
45,111,0.128
45,112,0.191
45,113,0.191
45,114,0.195
45,115,0.258
45,116,0.176
45,117,0.353
45,118,0.53
45,119,0.546
45,120,0.656
45,121,0.656
45,122,0.42
45,123,0.538
45,124,0.597
45,125,0.817
45,126,0.817
45,127,0.774
45,128,0.861
45,129,0.841
45,130,0.672
45,131,0.857
45,132,0.774
45,133,0.68
45,134,0.695
45,135,0.833
45,136,0.865
45,143,0.88
46,-124,0.837
46,-123,0.632
46,-122,0.766
46,-121,0.219
46,-120,0.223
46,-119,0.585
46,-118,0.628
46,-117,0.557
46,-116,0.695
46,-115,0.447
46,-114,0.569
46,-113,0.345
46,-112,0.624
46,-111,0.502
46,-110,0.483
46,-109,0.325
46,-108,0.361
46,-107,0.4
46,-106,0.408
46,-105,0.424
46,-104,0.431
46,-103,0.617
46,-102,0.55
46,-101,0.703
46,-100,0.68
46,-99,0.569
46,-98,0.711
46,-97,0.687
46,-96,0.711
46,-95,0.762
46,-94,0.762
46,-93,0.786
46,-92,0.872
46,-91,0.837
46,-90,0.841
46,-89,0.845
46,-88,0.806
46,-85,0.837
46,-80,0.798
46,-79,0.809
46,-78,0.817
46,-77,0.687
46,-76,0.585
46,-75,0.707
46,-74,0.51
46,-73,0.829
46,-72,0.817
46,-71,0.841
46,-70,0.845
46,-69,0.837
46,-68,0.849
46,-67,0.809
46,-66,0.841
46,-65,0.837
46,-64,0.829
46,-63,0.849
46,-62,0.809
46,-1,0.557
46,1,0.668
46,2,0.676
46,3,0.68
46,4,0.782
46,5,0.62
46,6,0.691
46,7,0.743
46,8,0.739
46,9,0.636
46,10,0.68
46,11,0.648
46,12,0.754
46,15,0.888
46,16,0.735
46,17,0.743
46,18,0.853
46,19,0.475
46,20,0.451
46,21,0.388
46,22,0.361
46,23,0.857
46,24,0.853
46,25,0.845
46,26,0.884
46,27,0.77
46,28,0.372
46,29,0.266
46,30,0.613
46,34,0.25
46,35,0.286
46,39,0.431
46,40,0.404
46,41,0.357
46,42,0.298
46,43,0.313
46,44,0.243
46,46,0.435
46,47,0.534
46,54,0.073
46,55,0.05
46,56,0.113
46,57,0.156
46,58,0.14
46,62,0.109
46,63,0.132
46,64,0.105
46,65,0.191
46,66,0.097
46,67,0.128
46,68,0.152
46,69,0.156
46,70,0.136
46,71,0.136
46,72,0.124
46,73,0.164
46,74,0.136
46,75,0.546
46,76,0.128
46,77,0.124
46,78,0.187
46,79,0.191
46,80,0.479
46,81,0.565
46,82,0.392
46,83,0.113
46,84,0.321
46,85,0.148
46,86,0.065
46,87,0.097
46,88,0.14
46,89,0.124
46,90,0.097
46,91,0.093
46,92,0.081
46,93,0.124
46,94,0.089
46,95,0.065
46,96,0.061
46,97,0.156
46,98,0.128
46,99,0.097
46,100,0.101
46,101,0.081
46,102,0.132
46,103,0.168
46,104,0.148
46,105,0.191
46,106,0.18
46,107,0.156
46,108,0.124
46,109,0.144
46,110,0.223
46,111,0.191
46,112,0.168
46,113,0.183
46,114,0.392
46,115,0.569
46,116,0.412
46,117,0.424
46,118,0.369
46,119,0.408
46,120,0.475
46,121,0.672
46,122,0.597
46,123,0.687
46,124,0.664
46,125,0.703
46,126,0.435
46,127,0.802
46,128,0.841
46,129,0.743
46,130,0.837
46,131,0.806
46,132,0.809
46,133,0.754
46,134,0.676
46,135,0.845
46,136,0.845
46,137,0.817
47,-124,0.813
47,-123,0.876
47,-122,0.75
47,-121,0.695
47,-120,0.207
47,-119,0.254
47,-118,0.211
47,-117,0.424
47,-116,0.762
47,-115,0.648
47,-114,0.577
47,-113,0.605
47,-112,0.428
47,-111,0.455
47,-110,0.357
47,-109,0.349
47,-108,0.286
47,-107,0.321
47,-106,0.38
47,-105,0.471
47,-104,0.435
47,-103,0.451
47,-102,0.573
47,-101,0.652
47,-100,0.676
47,-99,0.766
47,-98,0.739
47,-97,0.727
47,-96,0.707
47,-95,0.778
47,-94,0.802
47,-93,0.809
47,-92,0.821
47,-91,0.841
47,-90,0.841
47,-89,0.813
47,-88,0.794
47,-87,0.861
47,-86,0.754
47,-85,0.656
47,-84,0.829
47,-83,0.821
47,-82,0.786
47,-81,0.794
47,-80,0.79
47,-79,0.821
47,-78,0.837
47,-77,0.849
47,-76,0.837
47,-75,0.821
47,-74,0.829
47,-73,0.778
47,-72,0.817
47,-71,0.825
47,-70,0.869
47,-69,0.833
47,-68,0.821
47,-67,0.825
47,-66,0.817
47,-2,0.569
47,-1,0.447
47,1,0.431
47,2,0.502
47,3,0.617
47,4,0.4
47,5,0.628
47,6,0.817
47,8,0.715
47,9,0.542
47,10,0.585
47,11,0.215
47,12,0.798
47,13,0.833
47,14,0.798
47,15,0.833
47,16,0.857
47,17,0.711
47,18,0.806
47,19,0.534
47,20,0.636
47,21,0.38
47,22,0.475
47,23,0.746
47,24,0.798
47,25,0.51
47,26,0.872
47,27,0.652
47,28,0.652
47,29,0.577
47,30,0.42
47,31,0.42
47,33,0.321
47,34,0.353
47,35,0.357
47,39,0.384
47,40,0.435
47,41,0.321
47,42,0.357
47,44,0.235
47,45,0.365
47,46,0.443
47,47,0.396
47,48,0.243
47,49,0.428
47,50,0.522
47,54,0.156
47,55,0.16
47,56,0.148
47,57,0.113
47,58,0.117
47,59,0.164
47,60,0.164
47,62,0.164
47,63,0.113
47,64,0.14
47,65,0.144
47,66,0.128
47,67,0.176
47,68,0.16
47,69,0.183
47,70,0.172
47,71,0.168
47,72,0.164
47,73,0.156
47,74,0.136
47,76,0.585
47,77,0.14
47,80,0.176
47,81,0.172
47,83,0.211
47,84,0.569
47,85,0.317
47,86,0.136
47,87,0.164
47,88,0.243
47,89,0.341
47,90,0.117
47,91,0.172
47,92,0.199
47,93,0.231
47,94,0.164
47,95,0.183
47,96,0.073
47,97,0.156
47,98,0.14
47,99,0.191
47,100,0.168
47,101,0.349
47,102,0.341
47,103,0.333
47,104,0.239
47,105,0.27
47,106,0.306
47,107,0.282
47,108,0.282
47,109,0.321
47,110,0.349
47,111,0.29
47,112,0.227
47,113,0.431
47,114,0.471
47,115,0.435
47,116,0.416
47,117,0.388
47,118,0.431
47,119,0.467
47,120,0.565
47,121,0.593
47,122,0.644
47,123,0.672
47,124,0.672
47,125,0.569
47,126,0.435
47,127,0.782
47,128,0.821
47,129,0.825
47,130,0.849
47,131,0.77
47,132,0.837
47,133,0.554
47,134,0.825
47,135,0.77
47,136,0.853
47,137,0.794
47,138,0.794
48,-124,0.833
48,-123,0.746
48,-122,0.676
48,-121,0.428
48,-120,0.243
48,-119,0.211
48,-118,0.561
48,-117,0.739
48,-116,0.695
48,-115,0.313
48,-114,0.656
48,-113,0.321
48,-112,0.211
48,-111,0.554
48,-110,0.353
48,-109,0.239
48,-108,0.416
48,-107,0.345
48,-106,0.404
48,-105,0.317
48,-104,0.42
48,-103,0.573
48,-102,0.585
48,-101,0.577
48,-100,0.652
48,-99,0.715
48,-98,0.723
48,-97,0.695
48,-96,0.766
48,-95,0.77
48,-94,0.786
48,-93,0.77
48,-92,0.79
48,-85,0.809
48,-84,0.798
48,-83,0.739
48,-82,0.766
48,-81,0.743
48,-79,0.715
48,-78,0.802
48,-76,0.809
48,-75,0.75
48,-74,0.754
48,-73,0.743
48,-72,0.77
48,-71,0.774
48,-70,0.845
48,-69,0.821
48,-68,0.79
48,-67,0.841
48,-66,0.825
48,-54,0.746
48,-3,0.62
48,-2,0.518
48,-1,0.55
48,1,0.64
48,2,0.66
48,3,0.325
48,4,0.487
48,5,0.526
48,6,0.451
48,7,0.719
48,8,0.739
48,9,0.632
48,11,0.782
48,12,0.746
48,13,0.809
48,14,0.746
48,15,0.806
48,16,0.837
48,17,0.585
48,18,0.68
48,19,0.581
48,20,0.561
48,21,0.55
48,22,0.392
48,23,0.369
48,24,0.668
48,25,0.821
48,26,0.794
48,27,0.683
48,28,0.561
48,29,0.487
48,30,0.376
48,31,0.349
48,32,0.333
48,33,0.317
48,34,0.349
48,35,0.4
48,36,0.372
48,37,0.325
48,38,0.266
48,39,0.384
48,40,0.376
48,41,0.392
48,42,0.376
48,43,0.306
48,44,0.357
48,45,0.266
48,46,0.463
48,47,0.369
48,48,0.207
48,49,0.219
48,50,0.219
48,51,0.18
48,52,0.168
48,53,0.144
48,54,0.14
48,55,0.183
48,56,0.156
48,57,0.187
48,58,0.144
48,59,0.18
48,60,0.183
48,61,0.148
48,62,0.168
48,63,0.18
48,64,0.18
48,65,0.164
48,66,0.152
48,67,0.203
48,68,0.172
48,69,0.164
48,70,0.183
48,71,0.199
48,72,0.195
48,73,0.199
48,74,0.195
48,75,0.172
48,76,0.144
48,77,0.152
48,78,0.195
48,79,0.231
48,80,0.207
48,81,0.302
48,82,0.4
48,83,0.333
48,84,0.286
48,85,0.227
48,86,0.231
48,87,0.156
48,88,0.416
48,89,0.172
48,90,0.518
48,91,0.254
48,92,0.164
48,93,0.077
48,94,0.12
48,95,0.101
48,96,0.093
48,97,0.136
48,98,0.392
48,99,0.349
48,100,0.313
48,101,0.4
48,102,0.302
48,103,0.369
48,104,0.298
48,105,0.428
48,106,0.557
48,107,0.447
48,108,0.369
48,109,0.479
48,110,0.439
48,111,0.404
48,112,0.435
48,113,0.565
48,114,0.573
48,115,0.337
48,116,0.416
48,117,0.424
48,118,0.55
48,119,0.632
48,120,0.585
48,121,0.798
48,122,0.739
48,123,0.699
48,124,0.601
48,125,0.68
48,126,0.475
48,127,0.605
48,128,0.786
48,129,0.841
48,130,0.845
48,131,0.841
48,132,0.798
48,133,0.837
48,134,0.758
48,135,0.502
48,136,0.837
48,137,0.841
48,138,0.754
48,139,0.786
48,143,0.837
49,-124,0.719
49,-123,0.557
49,-122,0.845
49,-121,0.463
49,-120,0.447
49,-119,0.703
49,-118,0.806
49,-117,0.715
49,-116,0.719
49,-115,0.699
49,-114,0.522
49,-113,0.262
49,-112,0.176
49,-111,0.195
49,-110,0.361
49,-109,0.353
49,-108,0.439
49,-107,0.4
49,-106,0.483
49,-105,0.408
49,-104,0.349
49,-103,0.53
49,-102,0.345
49,-101,0.62
49,-100,0.522
49,-99,0.443
49,-98,0.518
49,-97,0.628
49,-96,0.735
49,-95,0.774
49,-94,0.703
49,-93,0.794
49,-92,0.766
49,-91,0.75
49,-90,0.766
49,-86,0.825
49,-85,0.802
49,-84,0.758
49,-83,0.758
49,-82,0.746
49,-81,0.731
49,-80,0.809
49,-79,0.746
49,-78,0.715
49,-77,0.75
49,-76,0.743
49,-74,0.66
49,-73,0.758
49,-72,0.762
49,-71,0.77
49,-70,0.794
49,-69,0.707
49,-68,0.735
49,-67,0.762
49,-66,0.813
49,-65,0.833
49,-59,0.341
49,-58,0.774
49,-57,0.668
49,-56,0.723
49,-55,0.719
49,-54,0.766
49,-5,0.735
49,-4,0.817
49,-3,0.605
49,-2,0.624
49,-1,0.546
49,1,0.494
49,2,0.494
49,3,0.577
49,4,0.392
49,5,0.361
49,6,0.68
49,7,0.565
49,8,0.542
49,9,0.746
49,10,0.75
49,11,0.766
49,12,0.707
49,13,0.683
49,14,0.754
49,15,0.762
49,16,0.833
49,17,0.475
49,18,0.542
49,19,0.841
49,20,0.841
49,21,0.778
49,22,0.695
49,23,0.53
49,24,0.821
49,25,0.861
49,26,0.491
49,27,0.542
49,28,0.538
49,29,0.53
49,30,0.349
49,31,0.4
49,32,0.404
49,33,0.384
49,34,0.384
49,35,0.412
49,36,0.384
49,37,0.435
49,38,0.361
49,39,0.518
49,40,0.538
49,41,0.396
49,42,0.329
49,43,0.321
49,44,0.302
49,45,0.4
49,46,0.376
49,47,0.266
49,48,0.061
49,49,0.282
49,50,0.215
49,51,0.215
49,52,0.183
49,53,0.219
49,54,0.258
49,55,0.207
49,56,0.18
49,57,0.187
49,58,0.195
49,59,0.223
49,60,0.16
49,61,0.183
49,62,0.25
49,63,0.105
49,64,0.105
49,65,0.172
49,66,0.211
49,67,0.235
49,68,0.183
49,69,0.199
49,70,0.211
49,71,0.18
49,72,0.227
49,73,0.246
49,74,0.278
49,75,0.235
49,76,0.309
49,77,0.27
49,78,0.199
49,79,0.227
49,80,0.321
49,81,0.258
49,82,0.262
49,83,0.243
49,85,0.282
49,86,0.431
49,87,0.542
49,88,0.569
49,89,0.443
49,90,0.25
49,91,0.302
49,92,0.105
49,93,0.124
49,94,0.113
49,95,0.136
49,96,0.148
49,97,0.313
49,98,0.317
49,99,0.408
49,100,0.668
49,101,0.361
49,102,0.53
49,103,0.29
49,104,0.435
49,105,0.463
49,106,0.526
49,107,0.593
49,108,0.648
49,109,0.727
49,110,0.75
49,111,0.546
49,112,0.451
49,113,0.494
49,114,0.416
49,115,0.483
49,116,0.439
49,117,0.498
49,118,0.613
49,119,0.522
49,120,0.711
49,121,0.68
49,122,0.762
49,123,0.723
49,124,0.715
49,125,0.365
49,126,0.774
49,127,0.798
49,128,0.786
49,129,0.754
49,130,0.77
49,131,0.869
49,132,0.813
49,133,0.817
49,134,0.683
49,135,0.699
49,136,0.648
49,137,0.794
49,138,0.79
49,139,0.75
49,140,0.802
49,143,0.837
50,-127,0.837
50,-126,0.636
50,-124,0.813
50,-123,0.79
50,-122,0.774
50,-121,0.439
