latitude,longitude,index
9,-73,0.845
9,-72,0.357
9,-71,0.758
9,-70,0.809
9,-69,0.794
9,-68,0.794
9,-67,0.538
9,-66,0.64
9,-65,0.817
9,-64,0.648
9,-63,0.711
9,-62,0.723
9,-61,0.837
9,-13,0.841
9,-12,0.825
9,-11,0.813
9,-10,0.802
9,-9,0.774
9,-8,0.802
9,-7,0.754
9,-6,0.806
9,-5,0.782
9,-4,0.774
9,-3,0.699
9,-2,0.762
9,-1,0.672
9,1,0.699
9,2,0.782
9,3,0.743
9,4,0.774
9,5,0.396
9,6,0.794
9,7,0.644
9,8,0.715
9,9,0.534
9,10,0.68
9,11,0.494
9,12,0.782
9,13,0.664
9,14,0.723
9,15,0.813
9,16,0.727
9,17,0.66
9,18,0.687
9,19,0.739
9,20,0.817
9,21,0.809
9,22,0.794
9,23,0.825
9,24,0.802
9,25,0.825
9,26,0.849
9,27,0.806
9,28,0.68
9,29,0.652
9,30,0.77
9,31,0.617
9,32,0.774
9,33,0.762
9,34,0.743
9,35,0.857
9,36,0.853
9,37,0.786
9,38,0.762
9,39,0.746
9,40,0.632
9,41,0.68
9,42,0.55
9,43,0.353
9,44,0.223
9,45,0.286
9,46,0.215
9,47,0.199
9,48,0.144
9,49,0.128
9,50,0.132
9,78,0.672
9,81,0.593
9,99,0.802
9,100,0.829
9,124,0.849
9,125,0.715
9,126,0.853
10,-84,0.664
10,-80,0.845
10,-76,0.699
10,-75,0.711
10,-74,0.723
10,-73,0.778
10,-71,0.668
10,-70,0.825
10,-69,0.762
10,-68,0.766
10,-67,0.813
10,-66,0.766
10,-65,0.723
10,-64,0.644
10,-63,0.833
10,-62,0.695
10,-13,0.821
10,-12,0.778
10,-11,0.79
10,-10,0.739
10,-9,0.683
10,-8,0.746
10,-7,0.743
10,-6,0.723
10,-5,0.719
10,-4,0.743
10,-3,0.652
10,-2,0.699
10,-1,0.695
10,1,0.731
10,2,0.683
10,3,0.711
10,4,0.735
10,5,0.746
10,6,0.652
10,7,0.644
10,8,0.723
10,9,0.66
10,10,0.538
10,11,0.711
10,12,0.62
10,13,0.557
10,14,0.695
10,15,0.636
10,16,0.636
10,17,0.672
10,18,0.707
10,19,0.778
10,20,0.719
10,21,0.711
10,22,0.802
10,23,0.798
10,24,0.782
10,25,0.786
10,26,0.766
10,27,0.739
10,28,0.695
10,29,0.573
10,30,0.782
10,31,0.68
10,32,0.786
10,33,0.75
10,34,0.719
10,35,0.778
10,36,0.77
10,37,0.778
10,38,0.817
10,39,0.695
10,40,0.711
10,41,0.211
10,42,0.624
10,43,0.652
10,44,0.337
10,45,0.176
10,46,0.183
10,47,0.187
10,48,0.168
10,49,0.148
10,50,0.136
10,51,0.117
10,77,0.672
10,78,0.526
10,79,0.262
10,99,0.872
10,106,0.369
10,119,0.837
11,-86,0.762
11,-85,0.798
11,-76,0.597
11,-75,0.794
11,-74,0.837
11,-73,0.845
11,-71,0.585
11,-70,0.64
11,-69,0.79
11,-68,0.865
11,-67,0.821
11,-64,0.774
11,-15,0.703
11,-14,0.821
11,-13,0.817
11,-12,0.79
11,-11,0.821
11,-10,0.754
11,-9,0.727
11,-8,0.699
11,-7,0.715
11,-6,0.672
11,-5,0.62
11,-4,0.703
11,-3,0.68
11,-2,0.711
11,-1,0.632
11,1,0.644
11,2,0.707
11,3,0.707
11,4,0.691
11,6,0.656
11,7,0.723
11,8,0.664
11,9,0.632
11,10,0.656
11,11,0.628
11,12,0.372
11,13,0.605
11,14,0.569
11,15,0.534
11,16,0.589
11,17,0.55
11,18,0.746
11,19,0.798
11,20,0.691
11,21,0.731
11,22,0.735
11,23,0.746
11,24,0.754
11,25,0.746
11,26,0.672
11,27,0.648
11,28,0.55
11,29,0.723
11,30,0.707
11,31,0.723
11,32,0.778
11,33,0.664
11,34,0.802
11,35,0.798
11,36,0.841
11,37,0.794
11,38,0.746
11,39,0.644
11,40,0.664
11,41,0.357
11,42,0.235
11,43,0.12
11,44,0.12
11,46,0.113
11,47,0.136
11,48,0.117
11,49,0.148
11,50,0.12
11,51,0.12
11,77,0.825
11,78,0.325
11,79,0.459
11,80,0.443
11,99,0.825
11,105,0.569
11,106,0.668
11,107,0.483
11,120,0.872
12,-85,0.809
12,-73,0.569
12,-70,0.491
12,-15,0.833
12,-14,0.774
12,-13,0.75
12,-12,0.758
12,-11,0.715
12,-10,0.723
12,-9,0.691
12,-8,0.664
12,-7,0.703
12,-6,0.703
12,-5,0.636
12,-4,0.644
12,-3,0.695
12,-2,0.656
12,-1,0.613
12,1,0.68
12,2,0.672
12,3,0.727
12,4,0.672
12,5,0.506
12,6,0.51
12,7,0.62
12,8,0.565
12,9,0.652
12,10,0.546
12,11,0.443
12,12,0.479
12,13,0.636
12,14,0.664
12,15,0.593
12,16,0.699
12,17,0.676
12,18,0.699
12,19,0.691
12,20,0.668
12,21,0.695
12,22,0.758
12,23,0.664
12,24,0.644
12,25,0.554
12,26,0.467
12,27,0.447
12,28,0.463
12,29,0.384
12,30,0.719
12,31,0.719
12,32,0.723
12,33,0.565
12,34,0.723
12,36,0.829
12,37,0.762
12,38,0.715
12,39,0.491
12,40,0.628
12,41,0.16
12,42,0.526
12,43,0.081
12,51,0.168
12,77,0.809
12,78,0.55
12,79,0.55
12,80,0.51
12,100,0.829
12,104,0.853
12,105,0.542
12,106,0.687
12,107,0.79
12,108,0.774
12,109,0.88
12,123,0.817
13,-86,0.849
13,-85,0.833
13,-17,0.313
13,-16,0.794
13,-15,0.817
13,-14,0.766
13,-13,0.79
13,-12,0.774
13,-11,0.798
13,-10,0.79
13,-9,0.77
13,-8,0.695
13,-7,0.644
13,-6,0.609
13,-5,0.64
13,-4,0.534
13,-3,0.644
13,-2,0.51
13,-1,0.491
13,1,0.565
13,2,0.514
13,3,0.715
13,4,0.431
13,5,0.506
13,6,0.597
13,7,0.613
13,8,0.534
13,9,0.522
13,10,0.424
13,11,0.376
13,12,0.369
13,13,0.62
13,14,0.514
13,15,0.309
13,16,0.597
13,17,0.506
13,18,0.617
13,19,0.652
13,20,0.479
13,21,0.491
13,22,0.561
13,23,0.51
13,24,0.739
13,25,0.463
13,26,0.416
13,27,0.353
13,28,0.4
13,29,0.388
13,30,0.439
13,31,0.506
13,32,0.632
13,33,0.42
13,34,0.672
13,35,0.676
13,36,0.817
13,37,0.806
13,38,0.743
13,39,0.561
13,40,0.628
13,41,0.152
13,42,0.109
13,43,0.093
13,54,0.164
13,76,0.845
13,77,0.483
13,78,0.68
13,79,0.577
13,80,0.632
13,100,0.849
13,103,0.774
13,104,0.644
13,105,0.14
13,106,0.762
13,107,0.825
13,108,0.833
13,109,0.794
13,123,0.794
13,125,0.837
14,-89,0.837
14,-88,0.746
14,-87,0.664
14,-86,0.845
14,-85,0.809
14,-17,0.644
14,-16,0.68
14,-15,0.766
14,-14,0.766
14,-13,0.739
14,-12,0.79
14,-11,0.79
14,-10,0.735
14,-9,0.762
14,-8,0.624
14,-7,0.636
14,-6,0.396
14,-5,0.557
14,-4,0.605
14,-3,0.538
14,-2,0.329
14,-1,0.455
14,1,0.372
14,2,0.306
14,3,0.325
14,4,0.38
14,5,0.439
14,6,0.459
14,7,0.55
14,8,0.349
14,9,0.353
14,10,0.396
14,11,0.349
14,12,0.313
14,13,0.298
14,16,0.27
14,17,0.29
14,18,0.443
14,19,0.494
14,20,0.518
14,21,0.467
14,22,0.404
14,23,0.463
14,24,0.4
14,25,0.581
14,26,0.294
14,27,0.349
14,28,0.27
14,29,0.313
14,30,0.294
14,31,0.18
14,32,0.317
14,33,0.294
14,34,0.491
14,35,0.554
14,36,0.443
14,37,0.703
14,38,0.762
14,39,0.483
14,40,0.577
14,41,0.093
14,42,0.093
14,44,0.176
14,45,0.14
14,46,0.113
14,76,0.853
14,77,0.53
14,78,0.609
14,79,0.498
14,80,0.68
14,99,0.872
14,100,0.798
14,102,0.778
14,103,0.739
14,104,0.522
14,105,0.813
14,106,0.857
14,107,0.731
14,108,0.833
14,109,0.853
14,121,0.802
14,123,0.813
14,124,0.802
15,-92,0.798
15,-91,0.774
15,-90,0.746
15,-89,0.766
15,-88,0.833
15,-87,0.715
15,-86,0.802
15,-85,0.88
15,-84,0.534
15,-17,0.51
15,-16,0.605
15,-15,0.636
15,-14,0.711
15,-13,0.719
15,-12,0.431
15,-11,0.723
15,-10,0.66
15,-9,0.636
15,-8,0.538
15,-7,0.479
15,-6,0.443
15,-5,0.546
15,-4,0.416
15,-3,0.42
15,-2,0.372
15,-1,0.309
15,1,0.282
15,2,0.266
15,3,0.227
15,4,0.207
15,5,0.164
15,6,0.396
15,7,0.302
15,8,0.321
15,9,0.282
15,10,0.306
15,11,0.235
15,12,0.231
15,13,0.187
15,14,0.12
15,15,0.176
15,16,0.172
15,17,0.302
15,18,0.309
15,19,0.258
15,20,0.325
15,21,0.223
15,22,0.349
15,23,0.306
15,24,0.302
15,25,0.278
15,26,0.266
15,27,0.207
15,28,0.164
15,29,0.156
15,30,0.156
15,31,0.132
15,32,0.152
15,33,0.459
15,34,0.321
15,35,0.345
15,36,0.408
15,37,0.75
15,38,0.597
15,39,0.502
15,40,0.439
15,41,0.093
15,44,0.467
15,45,0.306
15,46,0.16
15,47,0.089
15,48,0.097
15,49,0.144
15,75,0.798
15,76,0.743
15,77,0.313
15,78,0.435
15,79,0.372
15,80,0.467
15,99,0.869
15,100,0.699
15,101,0.62
15,102,0.869
15,103,0.743
15,104,0.766
15,105,0.849
15,106,0.829
15,107,0.872
15,108,0.861
15,109,0.837
15,122,0.865
16,-93,0.837
16,-92,0.683
16,-91,0.841
16,-90,0.806
16,-89,0.794
16,-88,0.762
16,-87,0.617
16,-86,0.829
16,-85,0.888
16,-17,0.365
16,-16,0.656
16,-15,0.365
16,-14,0.416
16,-13,0.266
16,-12,0.325
16,-11,0.38
16,-10,0.416
16,-9,0.459
16,-8,0.51
16,-7,0.408
16,-6,0.435
16,-5,0.302
16,-4,0.278
16,-3,0.42
16,-2,0.176
16,-1,0.357
16,1,0.309
16,2,0.27
16,3,0.506
16,4,0.392
16,5,0.321
16,6,0.223
16,7,0.183
16,8,0.207
16,9,0.325
16,10,0.144
16,11,0.164
16,12,0.105
16,13,0.124
16,14,0.124
16,15,0.136
16,16,0.12
16,17,0.113
16,18,0.124
16,19,0.109
16,20,0.132
16,21,0.341
16,22,0.16
16,23,0.239
16,24,0.176
16,25,0.176
16,26,0.148
16,27,0.176
16,28,0.16
16,29,0.136
16,30,0.164
16,31,0.152
16,32,0.14
16,33,0.156
16,34,0.207
16,35,0.282
16,36,0.522
16,37,0.369
16,38,0.435
16,39,0.455
16,40,0.16
16,44,0.526
16,45,0.152
16,46,0.077
16,47,0.081
16,48,0.144
16,49,0.136
16,50,0.176
16,51,0.132
16,52,0.144
16,75,0.813
16,76,0.526
16,77,0.542
16,78,0.502
16,79,0.589
16,80,0.479
16,99,0.888
16,100,0.743
16,101,0.75
16,102,0.581
16,103,0.62
16,104,0.766
16,105,0.746
16,106,0.774
16,107,0.809
16,108,0.809
16,109,0.743
16,121,0.79
17,-99,0.75
17,-98,0.825
17,-97,0.569
17,-96,0.601
17,-95,0.802
17,-94,0.849
17,-93,0.77
17,-92,0.876
17,-91,0.743
17,-90,0.766
17,-89,0.609
17,-16,0.227
17,-15,0.223
17,-14,0.203
17,-13,0.136
17,-12,0.467
17,-11,0.298
17,-10,0.211
17,-9,0.27
17,-8,0.353
17,-7,0.239
17,-6,0.392
17,-5,0.239
17,-4,0.317
17,-3,0.215
17,-2,0.136
17,-1,0.231
17,1,0.298
17,2,0.203
17,3,0.199
17,4,0.278
17,5,0.239
17,6,0.258
17,7,0.195
17,8,0.172
17,9,0.117
17,10,0.109
17,11,0.081
17,12,0.077
17,13,0.081
17,14,0.093
17,15,0.085
17,16,0.081
17,17,0.069
17,18,0.089
17,19,0.093
17,20,0.101
17,21,0.132
17,22,0.14
17,23,0.152
17,24,0.117
17,25,0.101
17,26,0.113
17,27,0.101
17,28,0.113
17,29,0.105
17,30,0.101
17,31,0.113
17,32,0.097
17,33,0.113
17,34,0.152
17,35,0.097
17,36,0.105
17,37,0.152
17,38,0.25
17,39,0.29
17,44,0.128
17,45,0.117
17,46,0.089
17,47,0.077
17,48,0.089
17,49,0.156
17,50,0.117
17,51,0.109
17,52,0.136
17,74,0.782
17,75,0.613
17,76,0.577
17,77,0.746
17,78,0.593
17,79,0.565
17,80,0.648
17,81,0.593
17,82,0.597
17,95,0.869
17,96,0.589
17,98,0.746
17,99,0.865
17,100,0.624
17,101,0.652
17,102,0.841
17,103,0.707
17,104,0.703
17,105,0.774
17,106,0.66
17,107,0.809
17,108,0.538
17,121,0.861
17,122,0.825
18,-101,0.837
18,-100,0.719
18,-99,0.782
18,-98,0.739
18,-97,0.829
18,-96,0.754
18,-95,0.833
18,-94,0.794
18,-93,0.821
18,-92,0.719
18,-91,0.754
18,-90,0.845
18,-89,0.731
18,-16,0.132
18,-15,0.14
18,-14,0.16
18,-13,0.14
18,-12,0.152
18,-11,0.12
18,-10,0.152
18,-9,0.14
18,-8,0.152
18,-7,0.124
18,-6,0.089
18,-5,0.152
18,-4,0.132
18,-3,0.136
18,-2,0.101
18,-1,0.089
18,1,0.176
18,2,0.156
18,3,0.136
18,4,0.12
18,5,0.128
18,6,0.14
18,7,0.195
18,8,0.14
18,9,0.148
18,10,0.093
18,11,0.077
18,12,0.069
18,13,0.069
18,14,0.069
18,15,0.077
18,16,0.089
18,17,0.077
18,18,0.077
18,19,0.081
18,20,0.097
18,21,0.085
18,22,0.117
18,23,0.105
18,24,0.081
18,25,0.081
18,26,0.097
18,27,0.097
18,28,0.105
18,29,0.109
18,30,0.093
18,31,0.105
18,32,0.105
18,33,0.113
18,34,0.093
18,35,0.089
18,36,0.113
18,37,0.12
18,38,0.117
18,39,0.097
18,43,0.113
18,44,0.14
18,45,0.077
18,46,0.113
18,47,0.109
18,48,0.12
18,49,0.124
18,50,0.117
18,51,0.117
18,52,0.12
18,53,0.105
18,54,0.128
18,55,0.132
18,74,0.841
18,75,0.526
18,76,0.357
18,77,0.735
18,78,0.802
18,79,0.589
18,80,0.731
18,81,0.79
18,82,0.817
18,83,0.573
18,96,0.809
18,97,0.723
18,98,0.876
18,99,0.817
18,100,0.841
18,101,0.865
18,102,0.849
18,103,0.75
18,104,0.727
18,105,0.758
18,106,0.719
18,107,0.683
18,121,0.876
18,122,0.762
19,-104,0.833
19,-103,0.798
19,-102,0.739
19,-101,0.825
19,-100,0.806
19,-99,0.79
19,-98,0.431
19,-97,0.798
19,-96,0.676
19,-93,0.735
19,-92,0.534
19,-91,0.778
19,-90,0.833
19,-89,0.746
19,-74,0.79
19,-73,0.727
19,-72,0.428
19,-71,0.774
19,-69,0.821
19,-16,0.109
19,-15,0.113
19,-14,0.109
19,-13,0.109
19,-12,0.109
19,-11,0.101
19,-10,0.109
19,-9,0.093
19,-8,0.081
19,-7,0.081
19,-6,0.081
19,-5,0.081
19,-4,0.093
19,-3,0.101
19,-2,0.089
19,-1,0.117
19,1,0.124
19,2,0.124
19,3,0.113
19,4,0.097
19,5,0.113
19,6,0.101
19,7,0.105
19,8,0.113
19,9,0.156
19,10,0.14
19,11,0.081
19,12,0.081
19,13,0.085
19,14,0.077
19,15,0.069
19,16,0.081
19,17,0.085
19,18,0.081
19,19,0.093
19,20,0.101
19,21,0.097
19,22,0.105
19,23,0.101
19,24,0.097
19,25,0.085
19,26,0.093
19,27,0.093
19,28,0.101
19,29,0.101
19,30,0.093
19,31,0.089
19,32,0.093
19,33,0.093
19,34,0.085
19,35,0.093
19,36,0.109
19,37,0.085
19,38,0.057
19,42,0.113
19,43,0.109
19,44,0.089
19,45,0.113
19,46,0.113
19,47,0.105
19,48,0.093
19,49,0.105
19,50,0.12
19,51,0.109
19,52,0.101
19,53,0.101
19,54,0.093
19,55,0.089
19,56,0.101
19,57,0.089
19,74,0.754
19,75,0.554
19,76,0.569
19,77,0.743
19,78,0.833
19,79,0.794
19,80,0.794
19,81,0.837
19,82,0.731
19,83,0.774
19,84,0.75
19,95,0.884
19,96,0.79
19,97,0.829
19,98,0.833
19,99,0.853
19,100,0.876
19,101,0.849
19,102,0.813
19,103,0.762
19,104,0.798
19,105,0.861
19,106,0.683
19,110,0.9
20,-156,0.05
20,-105,0.829
20,-104,0.802
20,-103,0.821
20,-102,0.77
20,-101,0.762
20,-100,0.79
20,-99,0.695
20,-98,0.369
20,-97,0.656
20,-91,0.837
20,-90,0.841
20,-89,0.798
20,-73,0.739
20,-72,0.676
20,-71,0.794
20,-16,0.109
20,-15,0.085
20,-14,0.097
20,-13,0.077
20,-12,0.081
20,-11,0.093
20,-10,0.097
20,-9,0.089
20,-8,0.089
20,-7,0.093
20,-6,0.089
20,-5,0.081
20,-4,0.077
20,-3,0.077
20,-2,0.089
20,-1,0.101
20,1,0.097
20,2,0.117
20,3,0.109
20,4,0.105
20,5,0.113
20,6,0.109
20,7,0.097
20,8,0.093
20,9,0.089
20,10,0.089
20,11,0.085
20,12,0.101
20,13,0.081
20,14,0.085
20,15,0.093
20,16,0.097
20,17,0.097
20,18,0.089
20,19,0.085
20,20,0.101
20,21,0.093
20,22,0.093
20,23,0.101
20,24,0.097
20,25,0.093
20,26,0.093
20,27,0.101
20,28,0.093
20,29,0.093
20,30,0.093
20,31,0.117
20,32,0.069
20,33,0.085
20,34,0.077
20,35,0.085
20,36,0.077
20,37,0.109
20,42,0.128
20,43,0.105
20,44,0.081
20,45,0.117
20,46,0.12
20,47,0.101
20,48,0.101
20,49,0.081
20,50,0.085
20,51,0.093
20,52,0.109
20,53,0.136
20,54,0.152
20,55,0.105
20,56,0.061
20,57,0.109
20,58,0.117
20,74,0.809
20,75,0.656
20,76,0.68
20,77,0.699
20,78,0.837
20,79,0.786
20,80,0.837
20,81,0.857
20,82,0.715
20,83,0.731
20,84,0.707
20,85,0.821
20,95,0.892
20,96,0.778
20,97,0.9
20,98,0.853
20,99,0.841
20,100,0.806
20,101,0.9
20,102,0.88
20,103,0.845
20,104,0.849
20,105,0.896
20,106,0.837
20,110,0.786
20,111,0.813
21,-106,0.869
21,-105,0.833
21,-104,0.735
21,-103,0.735
21,-102,0.691
21,-101,0.542
21,-100,0.491
21,-99,0.79
21,-98,0.585
21,-91,0.357
21,-90,0.876
21,-89,0.884
21,-88,0.888
21,-77,0.727
21,-76,0.829
21,-16,0.093
21,-15,0.105
21,-14,0.077
21,-13,0.101
21,-12,0.081
21,-11,0.093
21,-10,0.093
21,-9,0.101
21,-8,0.105
21,-7,0.093
21,-6,0.081
21,-5,0.077
21,-4,0.085
21,-3,0.081
21,-2,0.085
21,-1,0.101
21,1,0.101
21,2,0.113
21,3,0.101
21,4,0.081
21,5,0.093
21,6,0.105
21,7,0.093
21,8,0.085
21,9,0.089
21,10,0.089
21,11,0.097
21,12,0.093
21,13,0.097
21,14,0.093
21,15,0.097
21,16,0.093
21,17,0.093
21,18,0.152
21,19,0.077
21,20,0.101
21,21,0.105
21,22,0.097
21,23,0.089
21,24,0.085
21,25,0.105
21,26,0.117
21,27,0.101
21,28,0.089
21,29,0.089
21,30,0.101
21,31,0.081
21,32,0.077
21,33,0.085
21,34,0.061
21,35,0.073
21,36,0.073
21,37,0.085
21,41,0.093
21,42,0.117
21,43,0.073
21,44,0.069
21,45,0.101
21,46,0.14
21,47,0.089
21,48,0.073
21,49,0.105
21,50,0.085
21,51,0.085
21,52,0.089
21,53,0.101
21,54,0.136
21,55,0.117
21,56,0.093
21,57,0.073
21,58,0.085
21,74,0.766
21,75,0.691
21,76,0.774
21,77,0.758
21,78,0.746
21,79,0.825
21,80,0.711
21,81,0.876
21,82,0.794
21,83,0.853
21,84,0.676
21,85,0.849
21,86,0.857
21,87,0.703
21,94,0.892
21,95,0.581
21,96,0.498
21,97,0.845
21,98,0.825
21,99,0.813
21,100,0.876
21,101,0.865
21,102,0.865
21,103,0.849
21,104,0.809
21,105,0.837
21,106,0.829
22,-105,0.872
22,-104,0.676
22,-103,0.605
22,-102,0.494
22,-101,0.471
22,-100,0.668
22,-99,0.573
22,-89,0.809
22,-79,0.774
22,-78,0.821
22,-17,0.089
22,-16,0.077
22,-15,0.061
22,-14,0.101
22,-13,0.101
22,-12,0.101
22,-11,0.093
22,-10,0.097
22,-9,0.109
22,-8,0.109
22,-7,0.101
22,-6,0.109
22,-5,0.097
22,-4,0.097
22,-3,0.097
22,-2,0.081
22,-1,0.085
22,1,0.089
22,2,0.089
22,3,0.105
22,4,0.081
22,5,0.093
22,6,0.089
22,7,0.081
22,8,0.105
22,9,0.105
22,10,0.093
22,11,0.097
22,12,0.093
22,13,0.109
22,14,0.113
22,15,0.097
22,16,0.097
22,17,0.101
22,18,0.097
22,19,0.065
22,20,0.105
22,21,0.12
22,22,0.105
22,23,0.089
22,24,0.097
22,25,0.093
22,26,0.105
22,27,0.105
22,28,0.097
22,29,0.089
22,30,0.113
22,31,0.097
22,32,0.081
22,33,0.089
22,34,0.069
22,35,0.061
22,36,0.061
22,37,0.081
22,40,0.093
22,41,0.113
22,42,0.093
22,43,0.093
22,44,0.065
22,45,0.077
22,46,0.081
22,47,0.097
22,48,0.105
22,49,0.097
22,50,0.089
22,51,0.101
22,52,0.089
22,53,0.101
22,54,0.152
22,55,0.14
22,56,0.117
22,57,0.073
22,58,0.077
22,59,0.093
22,71,0.825
22,72,0.841
22,74,0.75
22,75,0.691
22,76,0.809
22,77,0.762
22,78,0.794
22,79,0.707
22,80,0.865
22,81,0.841
22,82,0.66
22,83,0.798
22,84,0.806
22,85,0.719
22,86,0.876
22,87,0.806
22,93,0.884
22,94,0.9
22,95,0.494
22,96,0.617
22,97,0.861
22,98,0.845
22,99,0.876
22,100,0.794
22,101,0.809
22,102,0.798
22,103,0.857
22,104,0.841
22,105,0.837
22,106,0.676
22,107,0.833
22,108,0.872
22,111,0.707
23,-106,0.723
23,-105,0.845
23,-104,0.731
23,-103,0.376
23,-102,0.306
23,-101,0.735
23,-100,0.802
23,-99,0.546
23,-84,0.75
23,-82,0.648
23,-81,0.778
23,-80,0.809
23,-16,0.081
23,-15,0.069
23,-14,0.113
23,-13,0.081
23,-12,0.097
23,-11,0.097
23,-10,0.101
23,-9,0.093
23,-8,0.097
23,-7,0.109
23,-6,0.132
23,-5,0.12
23,-4,0.105
23,-3,0.109
23,-2,0.101
23,-1,0.097
23,1,0.101
23,2,0.097
23,3,0.101
23,4,0.089
23,5,0.089
23,6,0.105
23,7,0.101
23,8,0.085
23,9,0.097
23,10,0.097
23,11,0.089
23,12,0.093
23,13,0.101
23,14,0.101
23,15,0.097
23,16,0.081
23,17,0.081
23,18,0.065
23,19,0.085
23,20,0.097
23,21,0.069
23,22,0.089
23,23,0.101
23,24,0.101
23,25,0.105
23,26,0.113
23,27,0.101
23,28,0.101
23,29,0.089
23,30,0.089
23,31,0.089
23,32,0.097
23,33,0.085
23,34,0.081
23,35,0.069
23,36,0.046
23,40,0.101
23,41,0.109
23,42,0.069
23,43,0.057
23,44,0.077
23,45,0.081
23,46,0.101
23,47,0.105
23,48,0.093
23,49,0.117
23,50,0.097
23,51,0.101
23,52,0.089
23,53,0.097
23,54,0.128
23,55,0.152
23,56,0.089
23,57,0.081
23,58,0.089
23,59,0.093
23,60,0.113
23,71,0.632
23,72,0.589
23,73,0.695
23,74,0.758
23,75,0.746
23,76,0.707
23,77,0.806
23,78,0.707
23,79,0.813
23,80,0.802
23,81,0.825
23,82,0.857
23,83,0.715
23,84,0.778
23,85,0.743
23,86,0.829
23,87,0.735
23,88,0.833
23,89,0.601
23,90,0.683
23,91,0.766
23,93,0.861
23,94,0.845
23,95,0.849
23,96,0.542
23,97,0.806
23,98,0.739
23,99,0.806
23,100,0.857
23,101,0.865
23,102,0.829
23,103,0.892
23,104,0.817
23,105,0.849
23,106,0.845
23,107,0.869
23,108,0.687
23,109,0.802
23,110,0.837
23,111,0.75
23,112,0.825
23,113,0.703
23,121,0.585
24,-107,0.841
24,-106,0.727
24,-105,0.561
24,-104,0.51
24,-103,0.416
24,-102,0.451
24,-101,0.463
24,-100,0.735
24,-99,0.869
24,-16,0.101
24,-15,0.077
24,-14,0.089
24,-13,0.073
24,-12,0.077
24,-11,0.081
24,-10,0.057
24,-9,0.073
24,-8,0.069
24,-7,0.105
24,-6,0.097
24,-5,0.085
24,-4,0.101
24,-3,0.077
24,-2,0.101
24,-1,0.109
24,1,0.105
24,2,0.097
24,3,0.089
24,4,0.089
24,5,0.081
24,6,0.109
24,7,0.101
24,8,0.089
24,9,0.081
24,10,0.089
24,11,0.097
24,12,0.097
24,13,0.081
24,14,0.085
24,15,0.093
24,16,0.077
24,17,0.077
24,18,0.093
24,19,0.089
24,20,0.089
24,21,0.109
24,22,0.077
24,23,0.089
24,24,0.097
24,25,0.093
24,26,0.105
24,27,0.109
24,28,0.093
24,29,0.089
24,30,0.097
24,31,0.085
24,32,0.105
24,33,0.097
24,34,0.093
24,35,0.101
24,40,0.105
24,41,0.065
24,42,0.065
24,43,0.065
24,44,0.081
24,45,0.073
24,46,0.085
24,47,0.101
24,48,0.085
24,49,0.12
24,50,0.089
24,51,0.089
24,52,0.069
24,53,0.089
24,54,0.109
24,55,0.109
24,56,0.12
24,57,0.124
24,58,0.057
24,59,0.073
24,69,0.463
24,71,0.557
24,73,0.648
24,74,0.75
24,75,0.68
24,76,0.569
24,77,0.554
24,78,0.526
24,79,0.644
24,80,0.782
24,81,0.77
24,82,0.668
24,83,0.739
24,84,0.743
24,85,0.817
24,86,0.723
24,87,0.672
24,88,0.75
24,89,0.668
24,90,0.68
24,91,0.711
24,92,0.833
24,93,0.9
24,94,0.849
24,95,0.861
24,96,0.676
24,97,0.825
24,98,0.884
24,99,0.869
24,100,0.813
24,101,0.837
24,102,0.821
24,103,0.821
24,104,0.774
24,105,0.786
24,106,0.829
24,107,0.782
24,108,0.743
24,109,0.806
24,110,0.762
24,111,0.605
24,112,0.782
24,113,0.79
24,114,0.695
24,115,0.68
24,116,0.809
24,117,0.676
24,121,0.766
25,-112,0.144
25,-108,0.274
25,-107,0.861
25,-106,0.676
25,-105,0.475
25,-104,0.459
25,-103,0.219
25,-102,0.428
25,-101,0.353
25,-100,0.75
25,-99,0.613
25,-15,0.105
25,-14,0.101
25,-13,0.077
25,-12,0.054
25,-11,0.065
25,-10,0.061
25,-9,0.081
25,-8,0.065
25,-7,0.085
25,-6,0.073
25,-5,0.109
25,-4,0.109
25,-3,0.081
25,-2,0.093
25,-1,0.101
25,1,0.097
25,2,0.093
25,3,0.105
25,4,0.077
25,5,0.077
25,6,0.109
25,7,0.101
25,8,0.085
25,9,0.089
25,10,0.101
25,11,0.109
25,12,0.117
25,13,0.101
25,14,0.085
25,15,0.097
25,16,0.105
25,17,0.081
25,18,0.073
25,19,0.093
25,20,0.097
25,21,0.097
25,22,0.089
25,23,0.093
25,24,0.117
25,25,0.12
25,26,0.097
25,27,0.093
25,28,0.093
25,29,0.097
25,30,0.097
25,31,0.097
25,32,0.097
25,33,0.077
25,34,0.077
25,35,0.061
25,38,0.073
25,39,0.101
25,40,0.085
25,41,0.081
25,42,0.089
25,43,0.077
25,44,0.085
25,45,0.073
25,46,0.097
25,47,0.089
25,48,0.085
25,49,0.117
25,50,0.093
25,51,0.093
25,55,0.105
25,56,0.187
25,57,0.05
25,68,0.317
25,69,0.581
25,70,0.388
25,72,0.64
25,73,0.754
25,74,0.739
25,75,0.719
25,77,0.695
25,78,0.719
25,79,0.75
25,80,0.727
25,81,0.762
25,82,0.683
25,83,0.786
25,84,0.715
25,85,0.77
25,86,0.782
25,87,0.412
25,88,0.813
25,89,0.817
25,90,0.75
25,91,0.766
25,92,0.668
25,93,0.833
25,94,0.896
25,95,0.79
25,96,0.833
